Iteration,Dimers_Count,GTPs_Count,GDPs-Count,Active Dimers - Count,Inactive Dimers - Count, Current GTPs, Current GDPs, Longest Protofilament Length,Micro Tubule length,Dimers in Main Structure,Dehydrolized Dimers Count, Mean Protofilament Length
8400,700,51,2,568,105,0,0,4,1,27,19,2.07692307692308
8410,700,53,0,568,105,0,0,4,1,27,19,2.07692307692308
8420,700,53,0,568,105,0,0,4,1,27,19,2.07692307692308
8430,700,51,0,569,104,0,0,4,1,27,20,2.07692307692308
8440,700,51,3,566,107,0,0,4,1,27,17,2.07692307692308
8450,700,51,3,566,107,0,0,4,1,27,17,2.07692307692308
8460,700,51,3,566,107,0,0,4,1,27,17,2.07692307692308
8470,700,51,4,562,108,0,0,7,1,30,16,2.30769230769231
8480,700,51,4,562,108,0,0,7,1,30,17,2.30769230769231
8490,700,52,1,563,106,0,0,7,1,31,17,2.38461538461538
8500,700,52,1,563,106,0,0,7,1,31,17,2.38461538461538
8510,700,52,3,563,108,0,0,7,1,29,15,2.23076923076923
8520,700,52,2,564,107,0,0,7,1,29,15,2.23076923076923
8530,700,52,2,564,107,0,0,7,1,29,15,2.23076923076923
8540,700,52,2,564,107,0,0,7,1,29,15,2.23076923076923
8550,700,50,3,565,106,0,0,7,1,29,14,2.23076923076923
8560,700,51,1,565,105,0,0,7,1,30,14,2.30769230769231
8570,700,50,1,564,105,0,0,7,1,31,14,2.38461538461538
8580,700,50,1,563,105,0,0,7,1,32,14,2.46153846153846
8590,700,50,1,563,105,0,0,7,1,32,14,2.46153846153846
8600,700,50,0,564,104,0,0,7,1,32,14,2.46153846153846
8610,700,48,0,566,102,0,0,7,1,32,15,2.46153846153846
8620,700,46,0,567,101,0,0,7,1,32,15,2.46153846153846
8630,700,46,0,567,101,0,0,7,1,32,15,2.46153846153846
8640,700,46,0,566,101,0,0,7,1,33,15,2.53846153846154
8650,700,46,0,566,101,0,0,7,1,33,15,2.53846153846154
8660,700,46,2,566,103,0,0,7,1,31,14,2.38461538461538
8670,700,44,2,568,101,0,0,7,1,31,14,2.38461538461538
8680,700,44,2,568,101,0,0,7,1,31,14,2.38461538461538
8690,700,44,2,568,101,0,0,7,1,31,14,2.38461538461538
8700,700,42,3,570,100,0,0,7,1,30,13,2.30769230769231
8710,700,44,1,570,100,0,0,7,1,30,13,2.30769230769231
8720,700,44,2,570,101,0,0,7,1,29,13,2.23076923076923
8730,700,44,2,570,101,0,0,7,1,29,13,2.23076923076923
8740,700,42,2,572,99,0,0,7,1,29,13,2.23076923076923
8750,700,43,1,571,99,0,0,7,1,30,13,2.30769230769231
8760,700,42,1,571,98,0,0,7,1,31,14,2.38461538461538
8770,700,42,0,571,97,0,0,7,1,32,14,2.46153846153846
8780,700,41,0,571,96,0,0,7,1,33,14,2.53846153846154
8790,700,41,0,570,96,0,0,8,1,34,14,2.61538461538462
8800,700,41,0,570,96,0,0,8,1,34,14,2.61538461538462
8810,700,41,7,570,103,0,0,5,1,27,13,2.07692307692308
8820,700,41,7,570,103,0,0,5,1,27,13,2.07692307692308
8830,700,40,7,569,102,0,0,7,1,29,13,2.23076923076923
8840,700,40,7,569,102,0,0,7,1,29,13,2.23076923076923
8850,700,40,7,569,102,0,0,7,1,29,13,2.23076923076923
8860,700,47,0,569,102,0,0,7,1,29,13,2.23076923076923
8870,700,46,0,569,101,0,0,7,1,30,13,2.30769230769231
8880,700,46,0,568,101,0,0,7,1,31,13,2.38461538461538
8890,700,46,0,567,101,0,0,8,1,32,13,2.46153846153846
8900,700,46,0,565,101,0,0,9,1,34,14,2.61538461538462
8910,700,46,0,563,101,0,0,9,1,36,14,2.76923076923077
8920,700,45,0,564,100,0,0,9,1,36,14,2.76923076923077
8930,700,45,0,562,100,0,0,9,1,38,14,2.92307692307692
8940,700,43,0,561,98,0,0,9,1,41,17,3.15384615384615
8950,700,43,0,560,98,0,0,9,2,42,17,3.23076923076923
8960,700,43,0,560,98,0,0,9,2,42,17,3.23076923076923
8970,700,42,0,561,97,0,0,9,2,42,17,3.23076923076923
8980,700,41,0,561,96,0,0,10,2,43,17,3.30769230769231
8990,700,41,0,561,96,0,0,10,2,43,18,3.30769230769231
9000,700,41,0,561,96,0,0,10,2,43,18,3.30769230769231
9010,700,41,0,561,96,0,0,10,2,43,18,3.30769230769231
9020,700,41,0,561,96,0,0,10,2,43,18,3.30769230769231
9030,700,41,3,561,99,0,0,10,2,40,17,3.07692307692308
9040,700,39,3,562,97,0,0,10,2,41,17,3.15384615384615
9050,700,39,3,562,97,0,0,10,2,41,18,3.15384615384615
9060,700,39,4,561,98,0,0,10,2,41,18,3.15384615384615
9070,700,39,4,561,98,0,0,10,2,41,19,3.15384615384615
9080,700,42,1,561,98,0,0,10,2,41,20,3.15384615384615
9090,700,40,2,562,98,0,0,10,1,40,19,3.07692307692308
9100,700,40,2,562,98,0,0,10,1,40,19,3.07692307692308
9110,700,40,1,562,97,0,0,10,1,41,19,3.15384615384615
9120,700,39,1,562,97,0,0,10,1,41,19,3.15384615384615
9130,700,38,1,563,96,0,0,10,1,41,19,3.15384615384615
9140,700,39,0,561,96,0,0,12,1,43,20,3.30769230769231
9150,700,37,0,563,94,0,0,12,1,43,20,3.30769230769231
9160,700,35,10,565,102,0,0,5,1,33,19,2.53846153846154
9170,700,35,11,565,103,0,0,5,1,32,18,2.46153846153846
9180,700,35,12,564,104,0,0,5,1,32,17,2.46153846153846
9190,700,34,13,563,104,0,0,5,1,33,16,2.53846153846154
9200,700,34,13,563,104,0,0,5,1,33,16,2.53846153846154
9210,700,43,3,564,103,0,0,5,1,33,16,2.53846153846154
9220,700,42,5,564,104,0,0,6,1,32,15,2.46153846153846
9230,700,43,4,563,104,0,0,7,1,33,15,2.53846153846154
9240,700,43,3,563,104,0,0,7,1,33,15,2.53846153846154
9250,700,41,4,562,105,0,0,7,1,33,15,2.53846153846154
9260,700,41,4,562,105,0,0,7,1,33,15,2.53846153846154
9270,700,44,1,562,105,0,0,7,1,33,15,2.53846153846154
9280,700,44,1,562,105,0,0,7,1,33,16,2.53846153846154
9290,700,43,1,563,104,0,0,7,1,33,16,2.53846153846154
9300,700,44,0,563,104,0,0,7,1,33,16,2.53846153846154
9310,700,44,0,562,104,0,0,7,1,34,16,2.61538461538462
9320,700,44,0,562,104,0,0,7,1,34,16,2.61538461538462
9330,700,42,0,564,102,0,0,7,1,34,16,2.61538461538462
9340,700,42,0,564,102,0,0,7,1,34,16,2.61538461538462
9350,700,42,1,564,103,0,0,7,1,33,15,2.53846153846154
9360,700,42,1,564,103,0,0,7,1,33,15,2.53846153846154
9370,700,42,2,564,104,0,0,7,1,32,16,2.46153846153846
9380,700,42,2,564,104,0,0,7,1,32,16,2.46153846153846
9390,700,41,2,565,103,0,0,7,1,32,16,2.46153846153846
9400,700,42,1,565,103,0,0,7,1,32,17,2.46153846153846
9410,700,42,1,565,103,0,0,7,1,32,19,2.46153846153846
9420,700,43,3,564,106,0,0,8,1,30,18,2.30769230769231
9430,700,43,3,564,106,0,0,8,1,30,18,2.30769230769231
9440,700,43,4,564,107,0,0,8,1,29,18,2.23076923076923
9450,700,43,4,564,107,0,0,8,1,29,19,2.23076923076923
9460,700,42,5,564,108,0,0,8,1,28,18,2.15384615384615
9470,700,45,2,564,108,0,0,8,1,28,18,2.15384615384615
9480,700,45,7,563,113,0,0,4,1,24,17,1.84615384615385
9490,700,46,7,563,114,0,0,4,1,23,16,1.76923076923077
9500,700,46,7,563,114,0,0,4,1,23,16,1.76923076923077
9510,700,46,6,563,113,0,0,4,1,24,16,1.84615384615385
9520,700,46,6,563,113,0,0,4,1,24,16,1.84615384615385
9530,700,49,2,564,113,0,0,4,1,23,15,1.76923076923077
9540,700,48,1,565,112,0,0,4,1,23,15,1.76923076923077
9550,700,48,1,565,112,0,0,4,1,23,15,1.76923076923077
9560,700,47,3,564,113,0,0,4,1,23,14,1.76923076923077
9570,700,47,3,564,113,0,0,4,1,23,14,1.76923076923077
9580,700,48,2,563,113,0,0,5,1,24,14,1.84615384615385
9590,700,47,2,563,112,0,0,5,1,25,14,1.92307692307692
9600,700,47,2,563,112,0,0,5,1,25,14,1.92307692307692
9610,700,49,0,561,112,0,0,5,1,27,15,2.07692307692308
9620,700,49,0,559,112,0,0,5,1,29,15,2.23076923076923
9630,700,49,0,559,112,0,0,5,1,29,15,2.23076923076923
9640,700,48,0,560,111,0,0,5,1,29,15,2.23076923076923
9650,700,48,0,560,111,0,0,5,1,29,15,2.23076923076923
9660,700,47,0,561,110,0,0,5,1,29,15,2.23076923076923
9670,700,47,0,560,110,0,0,5,1,30,15,2.30769230769231
9680,700,47,0,559,110,0,0,5,1,31,16,2.38461538461538
9690,700,47,0,556,110,0,0,6,1,34,18,2.61538461538462
9700,700,47,0,555,110,0,0,6,1,35,18,2.69230769230769
9710,700,47,0,555,110,0,0,6,1,35,18,2.69230769230769
9720,700,47,0,554,110,0,0,7,1,36,19,2.76923076923077
9730,700,47,0,554,110,0,0,7,1,36,19,2.76923076923077
9740,700,46,0,554,109,0,0,7,1,37,19,2.84615384615385
9750,700,46,0,551,109,0,0,7,1,40,19,3.07692307692308
9760,700,46,6,551,115,0,0,6,1,34,18,2.61538461538462
9770,700,46,6,551,115,0,0,6,1,34,18,2.61538461538462
9780,700,46,6,551,115,0,0,6,1,34,18,2.61538461538462
9790,700,44,6,553,113,0,0,6,1,34,18,2.61538461538462
9800,700,44,6,553,113,0,0,6,1,34,18,2.61538461538462
9810,700,49,0,554,112,0,0,6,1,34,18,2.61538461538462
9820,700,49,0,552,112,0,0,7,1,36,18,2.76923076923077
9830,700,49,0,551,112,0,0,7,1,37,18,2.84615384615385
9840,700,49,0,551,112,0,0,7,1,37,18,2.84615384615385
9850,700,49,0,551,112,0,0,7,1,37,18,2.84615384615385
9860,700,48,5,551,117,0,0,5,1,32,16,2.46153846153846
9870,700,47,5,551,116,0,0,5,1,33,16,2.53846153846154
9880,700,46,5,552,115,0,0,5,1,33,16,2.53846153846154
9890,700,46,6,551,116,0,0,5,1,33,15,2.53846153846154
9900,700,46,6,551,116,0,0,5,1,33,15,2.53846153846154
9910,700,51,1,551,116,0,0,5,1,33,15,2.53846153846154
9920,700,50,1,551,115,0,0,5,1,34,15,2.61538461538462
9930,700,50,1,550,115,0,0,5,1,35,15,2.69230769230769
9940,700,51,0,550,115,0,0,5,1,35,15,2.69230769230769
9950,700,51,0,550,115,0,0,5,1,35,15,2.69230769230769
9960,700,50,0,551,114,0,0,5,1,35,15,2.69230769230769
9970,700,50,0,551,114,0,0,5,1,35,15,2.69230769230769
9980,700,50,0,551,114,0,0,5,1,35,16,2.69230769230769
9990,700,49,0,552,113,0,0,5,1,35,16,2.69230769230769
10000,700,47,0,553,111,0,0,5,1,36,16,2.76923076923077
10010,700,47,0,553,111,0,0,5,1,36,17,2.76923076923077
10020,700,47,0,553,111,0,0,5,1,36,17,2.76923076923077
10030,700,46,0,553,110,0,0,6,1,37,17,2.84615384615385
10040,700,46,0,551,110,0,0,6,1,39,17,3
10050,700,46,0,548,110,0,0,9,1,42,17,3.23076923076923
10060,700,46,0,548,110,0,0,9,1,42,19,3.23076923076923
10070,700,46,0,548,110,0,0,9,1,42,19,3.23076923076923
10080,700,46,1,548,111,0,0,9,1,41,18,3.15384615384615
10090,700,46,1,548,111,0,0,9,1,41,18,3.15384615384615
10100,700,45,1,549,110,0,0,9,1,41,18,3.15384615384615
10110,700,45,1,549,110,0,0,9,1,41,20,3.15384615384615
10120,700,45,1,549,110,0,0,9,1,41,22,3.15384615384615
10130,700,43,0,551,107,0,0,9,1,42,22,3.23076923076923
10140,700,43,2,551,109,0,0,9,1,40,21,3.07692307692308
10150,700,42,3,550,109,0,0,10,1,41,20,3.15384615384615
10160,700,40,3,552,107,0,0,10,1,41,20,3.15384615384615
10170,700,40,3,552,107,0,0,10,1,41,21,3.15384615384615
10180,700,40,3,551,107,0,0,11,1,42,21,3.23076923076923
10190,700,42,2,551,108,0,0,11,1,41,21,3.15384615384615
10200,700,43,1,551,108,0,0,11,1,41,22,3.15384615384615
10210,700,43,1,551,108,0,0,11,1,41,22,3.15384615384615
10220,700,43,3,549,110,0,0,12,1,41,21,3.15384615384615
10230,700,43,3,548,110,0,0,12,1,42,21,3.23076923076923
10240,700,42,2,549,108,0,0,12,1,43,23,3.30769230769231
10250,700,42,4,548,110,0,0,12,1,42,22,3.15384615384615
10260,700,42,5,547,111,0,0,12,1,42,22,3.23076923076923
10270,700,43,6,548,113,0,0,12,1,39,20,3
10280,700,43,12,547,119,0,0,12,1,34,19,2.61538461538462
10290,700,42,21,548,127,0,0,12,1,25,16,1.76923076923077
10300,700,42,21,550,127,0,0,3,1,23,16,1.76923076923077
10310,700,43,20,549,127,0,0,3,1,24,16,1.84615384615385
10320,700,46,17,549,127,0,0,3,1,24,16,1.84615384615385
10330,700,49,11,550,125,0,0,4,1,25,16,1.92307692307692
10340,700,58,2,549,125,0,0,5,1,26,16,2
10350,700,60,0,549,125,0,0,5,1,26,16,2
10360,700,58,0,549,124,0,0,5,1,27,16,2.07692307692308
10370,700,56,0,551,122,0,0,5,1,27,16,2.07692307692308
10380,700,56,0,551,122,0,0,5,1,27,16,2.07692307692308
10390,700,55,0,550,121,0,0,5,1,29,17,2.23076923076923
10400,700,54,0,551,120,0,0,5,1,29,17,2.23076923076923
10410,700,53,0,552,119,0,0,5,1,29,17,2.23076923076923
10420,700,52,0,553,118,0,0,5,1,29,17,2.23076923076923
10430,700,51,0,554,117,0,0,5,1,29,17,2.23076923076923
10440,700,51,0,553,117,0,0,5,1,30,17,2.30769230769231
10450,700,51,0,553,117,0,0,5,1,30,17,2.30769230769231
10460,700,50,0,554,116,0,0,5,1,30,17,2.30769230769231
10470,700,50,0,554,116,0,0,5,1,30,17,2.30769230769231
10480,700,50,0,554,116,0,0,5,1,30,17,2.30769230769231
10490,700,50,0,554,116,0,0,5,1,30,17,2.30769230769231
10500,700,49,0,555,115,0,0,5,1,30,17,2.30769230769231
10510,700,49,0,555,115,0,0,5,1,30,17,2.30769230769231
10520,700,48,0,556,114,0,0,5,1,30,17,2.30769230769231
10530,700,48,0,554,114,0,0,6,1,32,17,2.46153846153846
10540,700,47,0,555,113,0,0,6,1,32,18,2.46153846153846
10550,700,46,0,556,112,0,0,6,1,32,18,2.46153846153846
10560,700,46,0,556,112,0,0,6,1,32,18,2.46153846153846
10570,700,45,0,557,111,0,0,6,1,32,18,2.46153846153846
10580,700,44,0,558,110,0,0,6,1,32,18,2.46153846153846
10590,700,44,1,554,111,0,0,6,1,35,17,2.69230769230769
10600,700,44,1,554,111,0,0,6,1,35,17,2.69230769230769
10610,700,44,1,553,111,0,0,6,1,36,17,2.76923076923077
10620,700,43,1,554,110,0,0,6,1,36,17,2.76923076923077
10630,700,42,1,555,109,0,0,6,1,36,17,2.76923076923077
10640,700,41,0,557,107,0,0,6,1,36,17,2.76923076923077
10650,700,41,0,557,107,0,0,6,1,36,18,2.76923076923077
10660,700,39,0,559,105,0,0,6,1,36,18,2.76923076923077
10670,700,39,0,559,105,0,0,6,1,36,18,2.76923076923077
10680,700,39,0,559,105,0,0,6,1,36,18,2.76923076923077
10690,700,38,0,560,104,0,0,6,1,36,18,2.76923076923077
10700,700,37,0,561,103,0,0,6,1,36,18,2.76923076923077
10710,700,37,0,561,103,0,0,6,1,36,18,2.76923076923077
10720,700,37,0,561,103,0,0,6,1,36,19,2.76923076923077
10730,700,36,0,561,102,0,0,6,1,37,20,2.84615384615385
10740,700,34,1,563,101,0,0,6,1,36,20,2.76923076923077
10750,700,34,1,563,101,0,0,6,1,36,20,2.76923076923077
10760,700,34,1,563,101,0,0,6,1,36,21,2.76923076923077
10770,700,33,2,563,101,0,0,6,1,36,20,2.76923076923077
10780,700,32,2,563,100,0,0,6,1,37,20,2.84615384615385
10790,700,32,1,564,99,0,0,6,1,37,20,2.84615384615385
10800,700,31,2,565,99,0,0,6,1,36,19,2.76923076923077
10810,700,31,2,563,99,0,0,6,1,38,20,2.92307692307692
10820,700,32,1,563,99,0,0,6,1,38,20,2.92307692307692
10830,700,32,1,563,99,0,0,6,1,38,21,2.92307692307692
10840,700,30,1,562,97,0,0,6,1,41,22,3.15384615384615
10850,700,31,0,561,97,0,0,7,1,42,22,3.23076923076923
10860,700,31,1,561,98,0,0,7,1,41,22,3.15384615384615
10870,700,29,1,563,96,0,0,7,1,41,22,3.15384615384615
10880,700,29,1,561,96,0,0,8,1,43,22,3.30769230769231
10890,700,29,1,561,96,0,0,8,1,43,24,3.30769230769231
10900,700,28,2,558,96,0,0,11,1,46,23,3.53846153846154
10910,700,29,1,556,96,0,0,13,1,48,23,3.69230769230769
10920,700,29,1,555,96,0,0,13,1,49,23,3.76923076923077
10930,700,29,1,555,96,0,0,13,1,49,24,3.76923076923077
10940,700,29,1,555,96,0,0,13,1,49,24,3.76923076923077
10950,700,30,0,555,96,0,0,13,1,49,24,3.76923076923077
10960,700,30,0,555,96,0,0,13,1,49,24,3.76923076923077
10970,700,30,0,555,96,0,0,13,1,49,24,3.76923076923077
10980,700,30,1,555,97,0,0,13,1,48,23,3.69230769230769
10990,700,30,1,555,97,0,0,13,1,48,23,3.69230769230769
11000,700,30,1,555,97,0,0,13,1,48,23,3.69230769230769
11010,700,30,1,555,97,0,0,13,1,48,23,3.69230769230769
11020,700,29,1,555,96,0,0,13,1,49,23,3.76923076923077
11030,700,29,0,556,95,0,0,13,1,49,25,3.76923076923077
11040,700,27,0,557,93,0,0,13,1,50,25,3.84615384615385
11050,700,27,0,557,93,0,0,13,1,50,25,3.84615384615385
11060,700,27,0,557,93,0,0,13,1,50,25,3.84615384615385
11070,700,27,0,557,93,0,0,13,1,50,25,3.84615384615385
11080,700,27,2,556,95,0,0,13,1,49,23,3.76923076923077
11090,700,27,2,554,95,0,0,13,1,51,27,3.92307692307692
11100,700,27,2,554,95,0,0,13,1,51,28,3.92307692307692
11110,700,27,12,554,105,0,0,13,1,41,27,3.07692307692308
11120,700,26,16,554,109,0,0,9,1,37,24,2.69230769230769
11130,700,27,18,554,113,0,0,9,1,33,20,2.53846153846154
11140,700,26,26,555,120,0,0,5,1,25,15,1.92307692307692
11150,700,26,26,555,120,0,0,5,1,25,15,1.92307692307692
11160,700,36,16,555,120,0,0,5,1,25,15,1.92307692307692
11170,700,40,12,555,120,0,0,5,1,25,15,1.92307692307692
11180,700,44,8,555,120,0,0,5,1,25,15,1.92307692307692
11190,700,51,0,555,120,0,0,5,1,25,15,1.92307692307692
11200,700,48,4,554,123,0,0,5,1,23,14,1.76923076923077
11210,700,48,4,554,123,0,0,5,1,23,14,1.76923076923077
11220,700,47,4,555,122,0,0,5,1,23,14,1.76923076923077
11230,700,47,4,553,122,0,0,5,1,25,14,1.92307692307692
11240,700,47,4,553,122,0,0,5,1,25,14,1.92307692307692
11250,700,51,0,553,122,0,0,5,1,25,14,1.92307692307692
11260,700,50,0,554,121,0,0,5,1,25,14,1.92307692307692
11270,700,49,0,554,120,0,0,6,1,26,15,2
11280,700,49,0,554,120,0,0,6,1,26,15,2
11290,700,49,2,552,122,0,0,6,1,26,14,1.76923076923077
11300,700,49,5,552,125,0,0,4,1,23,14,1.76923076923077
11310,700,49,5,552,125,0,0,4,1,23,14,1.76923076923077
11320,700,48,5,553,124,0,0,4,1,23,14,1.76923076923077
11330,700,48,5,553,124,0,0,4,1,23,15,1.76923076923077
11340,700,50,3,553,124,0,0,4,1,23,15,1.76923076923077
11350,700,53,0,553,124,0,0,4,1,23,15,1.76923076923077
11360,700,51,0,555,122,0,0,4,1,23,15,1.76923076923077
11370,700,50,0,556,121,0,0,4,1,23,15,1.76923076923077
11380,700,50,3,556,124,0,0,4,1,20,14,1.53846153846154
11390,700,49,3,557,123,0,0,4,1,20,14,1.53846153846154
11400,700,48,3,558,122,0,0,4,1,20,14,1.53846153846154
11410,700,47,3,559,121,0,0,4,1,20,14,1.53846153846154
11420,700,47,3,559,121,0,0,4,1,20,14,1.53846153846154
11430,700,50,0,559,121,0,0,4,1,20,14,1.53846153846154
11440,700,50,0,557,121,0,0,5,1,22,14,1.69230769230769
11450,700,50,0,557,121,0,0,5,1,22,14,1.69230769230769
11460,700,50,0,557,121,0,0,5,1,22,14,1.69230769230769
11470,700,50,0,557,121,0,0,5,1,22,14,1.69230769230769
11480,700,49,0,557,121,0,0,5,1,22,14,1.69230769230769
11490,700,49,0,557,121,0,0,5,1,22,14,1.69230769230769
11500,700,48,0,556,120,0,0,5,1,24,14,1.84615384615385
11510,700,48,0,556,120,0,0,5,1,24,14,1.84615384615385
11520,700,48,0,556,120,0,0,5,1,24,15,1.84615384615385
11530,700,48,0,556,120,0,0,5,1,24,15,1.84615384615385
11540,700,48,0,556,120,0,0,5,1,24,15,1.84615384615385
11550,700,46,0,558,118,0,0,5,1,24,15,1.84615384615385
11560,700,44,0,560,116,0,0,5,1,24,15,1.84615384615385
11570,700,43,0,560,115,0,0,5,1,25,15,1.92307692307692
11580,700,43,0,560,115,0,0,5,1,25,15,1.92307692307692
11590,700,42,0,561,114,0,0,5,1,25,16,1.92307692307692
11600,700,42,0,561,114,0,0,5,1,25,16,1.92307692307692
11610,700,41,0,560,113,0,0,6,1,27,16,2.07692307692308
11620,700,39,0,562,111,0,0,6,1,27,16,2.07692307692308
11630,700,39,0,562,111,0,0,6,1,27,16,2.07692307692308
11640,700,39,0,561,111,0,0,6,1,28,16,2.15384615384615
11650,700,38,0,562,110,0,0,6,1,28,16,2.15384615384615
11660,700,38,0,562,110,0,0,6,1,28,16,2.15384615384615
11670,700,36,0,564,108,0,0,6,1,28,16,2.15384615384615
11680,700,35,0,565,107,0,0,6,1,28,16,2.15384615384615
11690,700,35,0,565,107,0,0,6,1,28,16,2.15384615384615
11700,700,34,0,565,106,0,0,6,1,29,18,2.23076923076923
11710,700,33,2,566,107,0,0,6,1,27,16,2.07692307692308
11720,700,33,2,566,107,0,0,6,1,27,16,2.07692307692308
11730,700,31,2,565,105,0,0,7,1,30,16,2.30769230769231
11740,700,31,2,565,105,0,0,7,1,30,16,2.30769230769231
11750,700,31,2,565,105,0,0,7,1,30,16,2.30769230769231
11760,700,32,0,566,104,0,0,7,1,30,16,2.30769230769231
11770,700,31,0,567,103,0,0,7,1,30,16,2.30769230769231
11780,700,31,0,567,103,0,0,7,1,30,16,2.30769230769231
11790,700,31,0,567,103,0,0,7,1,30,18,2.30769230769231
11800,700,31,4,567,107,0,0,5,1,26,17,2
11810,700,31,4,567,107,0,0,5,1,26,17,2
11820,700,31,4,567,107,0,0,5,1,26,17,2
11830,700,31,4,567,107,0,0,5,1,26,17,2
11840,700,31,4,567,107,0,0,5,1,26,17,2
11850,700,34,0,568,106,0,0,5,1,26,17,2
11860,700,34,1,565,107,0,0,5,1,28,16,2.15384615384615
11870,700,34,1,565,107,0,0,5,1,28,16,2.15384615384615
11880,700,34,1,565,107,0,0,5,1,28,16,2.15384615384615
11890,700,34,1,565,107,0,0,5,1,28,16,2.15384615384615
11900,700,32,1,565,105,0,0,5,1,30,16,2.30769230769231
11910,700,33,0,564,105,0,0,5,1,31,16,2.38461538461538
11920,700,32,0,565,104,0,0,5,1,31,16,2.38461538461538
11930,700,32,0,565,104,0,0,5,1,31,16,2.38461538461538
11940,700,32,0,565,104,0,0,5,1,31,17,2.38461538461538
11950,700,32,0,565,104,0,0,5,1,31,17,2.38461538461538
11960,700,32,0,565,104,0,0,5,1,31,17,2.38461538461538
11970,700,32,0,563,104,0,0,5,1,33,17,2.53846153846154
11980,700,32,0,563,104,0,0,5,1,33,17,2.53846153846154
11990,700,32,0,563,104,0,0,5,1,33,17,2.53846153846154
12000,700,32,0,563,104,0,0,5,1,33,19,2.53846153846154
12010,700,32,0,562,104,0,0,6,1,34,19,2.61538461538462
12020,700,31,0,563,103,0,0,6,1,34,19,2.61538461538462
12030,700,31,0,563,103,0,0,6,1,34,19,2.61538461538462
12040,700,31,4,563,107,0,0,6,1,30,18,2.30769230769231
12050,700,31,4,561,107,0,0,6,1,32,18,2.46153846153846
12060,700,31,4,561,107,0,0,6,1,32,18,2.46153846153846
12070,700,30,4,561,106,0,0,7,1,33,19,2.53846153846154
12080,700,30,4,560,106,0,0,7,1,34,19,2.61538461538462
12090,700,34,0,559,106,0,0,7,1,35,19,2.69230769230769
12100,700,34,0,558,106,0,0,7,1,36,19,2.76923076923077
12110,700,34,0,558,106,0,0,7,1,36,20,2.76923076923077
12120,700,34,1,557,107,0,0,7,1,36,19,2.76923076923077
12130,700,33,1,557,106,0,0,7,1,37,19,2.84615384615385
12140,700,33,2,556,107,0,0,7,1,37,19,2.84615384615385
12150,700,33,2,556,107,0,0,7,1,37,19,2.84615384615385
12160,700,33,2,556,107,0,0,7,1,37,19,2.84615384615385
12170,700,34,1,555,107,0,0,7,1,38,19,2.92307692307692
12180,700,34,1,552,107,0,0,7,1,41,19,3.15384615384615
12190,700,35,0,552,107,0,0,7,1,41,19,3.15384615384615
12200,700,34,2,552,109,0,0,7,1,39,19,3
12210,700,33,2,552,108,0,0,7,1,40,19,3.07692307692308
12220,700,33,2,551,108,0,0,7,1,41,19,3.15384615384615
12230,700,32,2,552,107,0,0,7,1,41,21,3.15384615384615
12240,700,32,2,552,107,0,0,7,1,41,21,3.15384615384615
12250,700,34,1,552,108,0,0,7,1,40,20,3.07692307692308
12260,700,34,1,552,108,0,0,7,1,40,20,3.07692307692308
12270,700,34,1,552,108,0,0,7,1,40,20,3.07692307692308
12280,700,33,2,553,108,0,0,7,1,39,19,3
12290,700,32,2,554,107,0,0,7,1,39,19,3
12300,700,33,1,554,107,0,0,7,1,39,19,3
12310,700,33,1,553,107,0,0,7,1,40,19,3.07692307692308
12320,700,33,1,552,107,0,0,7,1,41,19,3.15384615384615
12330,700,33,0,552,106,0,0,7,1,42,19,3.23076923076923
12340,700,33,0,552,106,0,0,7,1,42,19,3.23076923076923
12350,700,32,0,552,105,0,0,7,1,43,20,3.30769230769231
12360,700,32,0,551,105,0,0,7,1,44,21,3.38461538461538
12370,700,32,0,549,105,0,0,7,1,46,21,3.53846153846154
12380,700,31,0,549,104,0,0,8,1,47,21,3.61538461538462
12390,700,31,0,548,104,0,0,8,1,48,21,3.69230769230769
12400,700,31,0,548,104,0,0,8,1,48,21,3.69230769230769
12410,700,31,0,548,104,0,0,8,1,48,22,3.69230769230769
12420,700,30,0,549,103,0,0,8,1,48,22,3.69230769230769
12430,700,30,0,549,103,0,0,8,1,48,22,3.69230769230769
12440,700,30,0,548,103,0,0,8,1,49,22,3.76923076923077
12450,700,28,0,547,101,0,0,11,1,52,22,4
12460,700,28,0,547,101,0,0,11,1,52,22,4
12470,700,28,0,547,101,0,0,11,1,52,24,4
12480,700,28,0,547,101,0,0,11,1,52,24,4
12490,700,27,0,548,100,0,0,11,1,52,24,4
12500,700,27,0,548,100,0,0,11,1,52,24,4
12510,700,27,0,546,100,0,0,11,1,54,25,4.15384615384615
12520,700,27,0,544,100,0,0,11,1,56,25,4.30769230769231
12530,700,27,0,544,100,0,0,11,1,56,25,4.30769230769231
12540,700,27,0,544,100,0,0,11,1,56,25,4.30769230769231
12550,700,25,0,546,98,0,0,11,1,56,27,4.30769230769231
12560,700,24,0,546,97,0,0,11,1,57,27,4.38461538461539
12570,700,24,6,545,103,0,0,7,1,52,26,4
12580,700,24,6,543,103,0,0,8,1,54,28,4.15384615384615
12590,700,24,6,539,103,0,0,9,1,58,28,4.46153846153846
12600,700,24,6,539,103,0,0,9,1,58,29,4.46153846153846
12610,700,24,6,539,103,0,0,9,1,58,30,4.46153846153846
12620,700,30,0,539,103,0,0,9,1,58,30,4.46153846153846
12630,700,30,5,537,108,0,0,9,1,55,29,4.23076923076923
